genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Drama', 'Comedy', 'Romance']",Knocked Up,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",22.527210999999998,129.0,Save the due date.,6.2072135329705205
['Drama'],My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",24.091520000000003,109.0,"A tale of life, love, and letting go.",6.4989573696962415
"['Drama', 'Romance']",Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",12.576381,92.0,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,6.321817439969946
"['Drama', 'Thriller']",Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",12.741073,120.0,What if someone you love...just disappeared?,6.212174988162923
"['Comedy', 'Music']",Joyful Noise,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",5.753705,117.0,Dream a whole lot louder,6.226533364969119
"['Drama', 'Comedy', 'Romance']",About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",28.227984000000003,101.0,One ordinary couple. One little white lie.,6.339465333138046
"['Drama', 'Thriller', 'History']",Anonymous,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",16.698316000000002,130.0,Was Shakespeare a Fraud?,6.230103682345167
"['Drama', 'Romance', 'History']",The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",18.591657,110.0,Based on the incredible true story.,6.330193430419185
"['Adventure', 'Fantasy', 'Family']",Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.650125,109.0,An all-new adventure down the yellow brick road.,6.256339151689587
"['Thriller', 'Horror', 'Mystery']",Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",23.917982000000002,109.0,Some cases should  never be opened.,6.17893737404658
"['Action', 'Family', 'Comedy']",Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",14.788073,89.0,,5.942763280077498
"['Crime', 'Thriller', 'Mystery']",Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,17.193659,106.0,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",6.23207567876803
"['Drama', 'Comedy']",What Just Happened,"During the course of an ordinary week in Hollywood, movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter.",8.31653,104.0,Admit nothing.,6.121425995417573
"['Drama', 'Comedy', 'Music']",The Magic Flute,"During World War I, in an unnamed country, a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems.",0.548435,133.0,,6.217398034412467
"['Action', 'Adventure', 'Family', 'Comedy']",Paul Blart: Mall Cop,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",31.250383000000003,91.0,Safety Never Takes A Holiday.,5.824322296407321
"['Comedy', 'Romance']",The 40 Year Old Virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",38.473732,116.0,"The longer you wait, the harder it gets",6.2055040701494635
"['Action', 'Comedy']",Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,41.832392,111.0,Put this in your pipe and smoke it.,6.397950501093364
['Horror'],Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",30.981603999999997,100.0,"When the last angel falls, the fight for mankind begins.",5.876816873418831
"['Action', 'Crime', 'Thriller']",Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",31.893932,130.0,Their American dream is bigger than yours.,6.1508150644215185
['Comedy'],Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",10.925618,100.0,Adventure is an attitude.,6.110284998317929
"['Science Fiction', 'Thriller', 'Mystery']",Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,66.097437,116.0,God Created Man. Man Created Immortality.,6.253956951821084
['Drama'],The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",38.171417,127.0,"By his wounds, we were healed.",6.4928789781914436
['Drama'],Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",50.7453,116.0,Ever come across somebody you shouldn't have messed with?,7.339710374341077
"['Drama', 'History']",W.,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",10.445391,131.0,A life misunderestimated.,6.2025343114839915
"['Drama', 'War', 'History']",Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,104.469351,195.0,"Whoever saves one life, saves the world entire.",7.8291827414836375
['Drama'],The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",42.191509,146.0,Change begins with a whisper.,7.1690607527222605
"['Action', 'Science Fiction', 'Thriller']",Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",46.942396,85.0,Some Thing Has Found Us,6.333236751390553
"['Comedy', 'Romance']",No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",38.688821999999995,107.0,Friendship has its benefits.,6.1555575424739715
"['Drama', 'Romance']",The Lucky One,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",26.811541,101.0,,6.465154305994116
"['Adventure', 'Drama', 'Family']",Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",40.646102,96.0,"Close your eyes, but keep your mind wide open.",6.582425561109478
"['Drama', 'Comedy']",A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5.377155,100.0,This Little Fool Thinks She's Getting A Damn Pony,6.23535906525444
"['Action', 'Drama', 'Thriller']",The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,117.0,Live or Die on This Day,6.313549836946188
"['Crime', 'Drama']",GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",63.65424399999999,145.0,Three Decades of Life in the Mafia.,7.6291254459305256
"['Action', 'Crime', 'Drama', 'Thriller']",Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",31.364901,109.0,What would you hide to protect your family?,6.170896017536914
"['Comedy', 'Romance']",The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25.838073,97.0,"For the girls of ZETA house college life was no party, until Shelley showed up.",6.032753047255728
['Drama'],Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",17.312433,124.0,"Sometimes to win, sometimes you have to change the game",6.279855823560164
"['Science Fiction', 'Drama']",The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,94.0,Search for truth. Find freedom.,6.323353172429741
"['Drama', 'Comedy', 'Romance']",Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",21.729434,101.0,He has to break his curse before she breaks his heart.,6.028288808695785
['Drama'],August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",29.533437,114.0,An incredible journey moving at the speed of sound,6.557047453926667
"['Crime', 'Drama', 'Thriller']",The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",22.622453,111.0,The only way out is all in,6.059479616418288
"['Drama', 'Comedy', 'History']",Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",29.365851,106.0,"Win or lose, always aim high",6.553021688837758
"['Action', 'Adventure', 'Crime', 'Thriller', 'Mystery']",The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",24.903418,97.0,Anyone Else Would Be Dead By Now.,6.210051045377045
"['Fantasy', 'Thriller', 'Horror']",Don't Be Afraid of the Dark,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,14.562197,99.0,Fear is never just make believe,6.0409611401341285
"['Science Fiction', 'Thriller']",The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",21.606001000000003,115.0,All you have to do is push the button.,5.952695377963964
"['Crime', 'Thriller']",Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",32.854557,131.0,"Love, fight, live, rule like a legend.",6.425664746145418
"['Thriller', 'Horror']",Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,8.363702,91.0,Terror runs deep.,6.08971356358322
"['Crime', 'Drama', 'History']",The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",9.169271,122.0,One bullet killed the President. But not one man.,6.212766767430313
"['Action', 'Adventure', 'Fantasy', 'Comedy']",Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",29.796394,99.0,Adventure doesn't come any bigger!,6.531652622081855
"['Action', 'Drama']",Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",51.915025,140.0,Fight for Family,6.960008171915947
"['Drama', 'War']",Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",4.002579,113.0,The bravest place to stand is by each other's side.,6.207188026514144
"['Thriller', 'Horror']",The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.680424,92.0,Fear The Demon That Doesn't Fear God,6.096966311156255
"['Drama', 'Thriller']",Straw Dogs,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",7.473455,110.0,Everyone Has A Breaking Point,6.141010460622339
"['Adventure', 'Drama']",The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",41.075532,111.0,In a moment the world changed forever.,6.485253600525759
"['Science Fiction', 'Drama', 'Thriller', 'Mystery']",Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",17.603823000000002,121.0,,6.257768773580964
"['Action', 'Adventure', 'Fantasy', 'Horror']",BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",7.008216,95.0,Revenge never tasted so sweet.,5.982072976547108
"['Drama', 'Comedy']",Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",20.011435000000002,80.0,A new comedy of no manners,6.504130353817504
"['Crime', 'Drama', 'Romance', 'Mystery']",La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",30.058263,124.0,A Master of Possession. A Crime of Obsession,6.746216026263993
"['Adventure', 'Drama']",On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",14.613152,137.0,The best teacher is experience.,6.076622333739609
['Drama'],Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",30.445257,102.0,It ain't over 'til it's over.,6.327973632634721
"['Action', 'Drama', 'Western']",Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",15.333575,98.0,,6.064163353351654
['Comedy'],Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,24.70166,91.0,"All the fun of college, none of the education.",6.329928290424298
['Comedy'],Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",27.326465999999996,102.0,What would you do to get out of debt?,6.172647860632884
"['Comedy', 'War']",The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",20.69219,93.0,No goats. No glory.,6.097834684448608
"['Action', 'Drama', 'Comedy']",Ready to Rumble,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,3.113009,107.0,They're headed to the big time...face first.,6.1575596549466125
"['Comedy', 'Romance']",I Don't Know How She Does It,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",8.630825,89.0,"If it were easy, men would do it too.",6.092131651913762
"['Comedy', 'Horror']",Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",23.343839000000003,88.0,There's something in the water.,5.925968913529576
"['Drama', 'Romance']",The Bridge of San Luis Rey,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928.",0.515677,120.0,,6.204589434326554
"['Action', 'Crime', 'Drama', 'Thriller']",Faster,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",26.324873999999998,98.0,Slow Justice is no Justice,6.1787216981612065
"['Comedy', 'Horror']",Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",57.300674,88.0,This place is so dead,6.941450687372197
"['Action', 'Adventure', 'Science Fiction']",The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",78.51783,124.0,The Adventure Continues...,7.849049251874388
['Drama'],The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,20.317469,101.0,Ambition seduces. Power corrupts.,6.333913769629378
"['Action', 'Science Fiction', 'Thriller']",Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",18.493202,108.0,Don't be afraid of the dark. Be afraid of what's in the dark,6.499036613449692
"['Science Fiction', 'Drama', 'Romance']",Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",53.682367000000006,126.0,A Spike Jonze Love Story,7.502996959812467
"['Drama', 'Comedy', 'Romance']",Anywhere But Here,"In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",8.976738000000001,114.0,A story of a mother who knows best... and a daughter who knows better.,6.198539689484193
"['Action', 'Thriller']",Haywire,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.",26.257951000000002,93.0,They left her no choice.,6.038630847558013
"['Action', 'Thriller']",Harley Davidson and the Marlboro Man,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",12.869436,98.0,When the going gets tough... the tough take the law into their own hands.,6.207188026514144
"['Crime', 'Drama', 'Thriller', 'Mystery', 'History']",In the Valley of Elah,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,15.676123,124.0,Sometimes finding the truth is easier than facing it.,6.280276236135922
"['Thriller', 'Horror']",1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",35.169779,104.0,The only demons in room 1408 are those within you.,6.361520425195781
"['Science Fiction', 'Comedy']",Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",39.890798,96.0,May the schwartz be with you,6.41666391295518
"['Drama', 'War']",The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",22.096286,112.0,To honour a promise. To find his sons. To make his peace.,6.363296342371535
"['Comedy', 'Romance']",There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",57.110486,119.0,Love Is In The Hair.,6.373513572102038
"['Family', 'Comedy']",The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",20.699212,110.0,"Half his size, twice the trouble ... and she's moving in.",6.159917578482253
"['Action', 'Fantasy', 'Thriller']",Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",81.829237,121.0,Underworld,6.470975280242451
"['Drama', 'Thriller']",Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",17.7091,108.0,He never saw it coming.,6.191119992179006
"['Crime', 'Drama', 'Comedy']",The Informant!,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",17.772517999999998,108.0,Based on a tattle-tale.,6.172911521199621
